"atom_idx","atom_symbol","matched_fg","frag_smiles","frag_id","idx1","idx2"
18,"O","Conjugated_double_bond","O=[NH+][O-]",2,639,186
0,"C","Primary_carbon","C",1,247,187
4,"C","Primary_carbon","C",2,247,187
23,"O","Carboxylic_ester","OC1COC1",3,247,187
24,"C","Carboxylic_ester","OC1COC1",3,247,187
25,"C","Dialkylether","OC1COC1",3,247,187
26,"O","Dialkylether, Heterocyclic","OC1COC1",3,247,187
27,"C","Dialkylether","OC1COC1",3,247,187
14,"S",NA,"S",1,190,189
2,"N",NA,"CNC(=O)ON",1,222,190
3,"O",NA,"CNC(=O)ON",1,222,190
4,"C",NA,"CNC(=O)ON",1,222,190
5,"O",NA,"CNC(=O)ON",1,222,190
6,"N",NA,"CNC(=O)ON",1,222,190
7,"C",NA,"CNC(=O)ON",1,222,190
11,"C","Dialkylthioether","C",2,222,190
7,"O",NA,"O",1,265,191
0,"C","Primary_carbon, Secondary_carbon","C",1,196,193
18,"Cl","Alkylchloride","Cl",2,196,193
0,"C","Primary_carbon, Secondary_carbon","C",1,196,194
11,"C","Primary_carbon","C",2,196,194
12,"C","Dialkylether","COC",3,196,194
13,"O","Dialkylether","COC",3,196,194
14,"C","Dialkylether","COC",3,196,194
0,"C","Primary_carbon, Secondary_carbon","C",1,202,196
4,"C","Primary_carbon, Secondary_carbon","C",2,202,196
10,"C","Primary_carbon","C",3,202,196
12,"C","Primary_carbon","C",4,202,196
14,"N","Nitro, Conjugated_double_bond, Kation","O=[NH+][O-]",5,202,196
15,"O","Anion","O=[NH+][O-]",5,202,196
16,"O","Conjugated_double_bond","O=[NH+][O-]",5,202,196
17,"N","Nitro, Conjugated_double_bond, Kation","O=[NH+][O-]",6,202,196
18,"O","Anion","O=[NH+][O-]",6,202,196
19,"O","Conjugated_double_bond","O=[NH+][O-]",6,202,196
0,"C","Primary_carbon","C",1,294,197
5,"S",NA,"S",2,294,197
0,"C",NA,"CCNC",1,521,198
1,"N","Secondary_aliph_amine","CCNC",1,521,198
2,"C","Secondary_carbon","CCNC",1,521,198
3,"C","Secondary_carbon","CCNC",1,521,198
7,"C","Aromatic","cccc",2,521,198
8,"C","Aromatic","cccc",2,521,198
9,"C","Aromatic","cccc",2,521,198
10,"C","Aromatic","cccc",2,521,198
15,"C","Aromatic","cccc",3,521,198
16,"C","Aromatic","cccc",3,521,198
17,"C","Aromatic","cccc",3,521,198
18,"C","Aromatic","cccc",3,521,198
3,"C","Primary_carbon, Tertiary_carbon","C",1,329,200
10,"O","Urethan","CNC(=O)O",2,329,200
11,"C","Urethan","CNC(=O)O",2,329,200
12,"O","Urethan","CNC(=O)O",2,329,200
13,"N","Urethan","CNC(=O)O",2,329,200
14,"C",NA,"CNC(=O)O",2,329,200
6,"C","Primary_carbon","C",1,311,201
10,"O","Urethan","CNC(=O)O",2,311,201
11,"C","Urethan","CNC(=O)O",2,311,201
12,"O","Urethan","CNC(=O)O",2,311,201
13,"N","Urethan","CNC(=O)O",2,311,201
14,"C",NA,"CNC(=O)O",2,311,201
0,"C",NA,"CNC",1,289,202
1,"N","Urea","CNC",1,289,202
2,"C",NA,"CNC",1,289,202
4,"O","Urea","O",2,289,202
13,"F","Alkylfluoride, Trifluoromethyl","F",3,289,202
14,"F","Alkylfluoride, Trifluoromethyl","F",4,289,202
15,"F","Alkylfluoride, Trifluoromethyl","F",5,289,202
0,"C","Primary_carbon, Secondary_carbon","CCC",1,230,206
1,"C","Primary_carbon, Secondary_carbon","CCC",1,230,206
2,"C","Secondary_carbon","CCC",1,230,206
11,"C","Primary_carbon","C",2,230,206
0,"C","Primary_carbon, Secondary_carbon","CCCC",1,230,207
1,"C","Primary_carbon, Secondary_carbon","CCCC",1,230,207
2,"C","Secondary_carbon","CCCC",1,230,207
3,"C","Secondary_carbon","CCCC",1,230,207
0,"C","Aromatic","cccc",1,406,208
1,"C","Aromatic","cccc",1,406,208
2,"C","Aromatic, Conjugated_double_bond","cccc",1,406,208
5,"C","Aromatic, Conjugated_double_bond","cccc",1,406,208
15,"Cl","Arylchloride","Cl",2,406,208
16,"N","Primary_arom_amine","N",3,406,208
0,"C","Primary_carbon","CC(C)OC=O",1,236,209
1,"C","Primary_carbon, Carboxylic_ester","CC(C)OC=O",1,236,209
2,"C","Primary_carbon","CC(C)OC=O",1,236,209
3,"O","Carboxylic_ester","CC(C)OC=O",1,236,209
4,"C","Carboxylic_ester, Conjugated_double_bond","CC(C)OC=O",1,236,209
5,"O","Carboxylic_ester, Conjugated_double_bond","CC(C)OC=O",1,236,209
14,"S",NA,"S",2,236,209
15,"N",NA,"N",3,236,209
0,"C","Primary_carbon","C",1,294,210
8,"O",NA,"CO",2,294,210
9,"C",NA,"CO",2,294,210
0,"C","Primary_carbon","CCO",1,259,211
1,"C","Primary_carbon, Alkylarylether","CCO",1,259,211
2,"O","Alkylarylether","CCO",1,259,211
9,"O","Alkylarylether","CCO",2,259,211
10,"C","Primary_carbon, Alkylarylether","CCO",2,259,211
11,"C","Primary_carbon","CCO",2,259,211
0,"C","Primary_carbon","CNC(C)C",1,731,214
1,"C","Primary_carbon","CNC(C)C",1,731,214
2,"C","Primary_carbon","CNC(C)C",1,731,214
3,"N","Secondary_aliph_amine, 1,2-Aminoalcohol","CNC(C)C",1,731,214
4,"C","1,2-Aminoalcohol","CNC(C)C",1,731,214
16,"C",NA,"C",2,731,214
17,"O","Secondary_alcohol, 1,2-Aminoalcohol","O",3,731,214
19,"O","Secondary_alcohol","O",1,273,215
6,"C","Primary_carbon","C",1,309,219
0,"C","Primary_carbon, Secondary_carbon","C",1,258,220
7,"C","Primary_carbon, Secondary_carbon","CC",2,258,220
8,"C","Primary_carbon, Secondary_carbon","CC",2,258,220
2,"C","Primary_carbon","C",1,322,222
17,"C","Carboxylic_ester, Conjugated_double_bond","COC=O",1,245,225
18,"O","Carboxylic_ester, Conjugated_double_bond","COC=O",1,245,225
19,"O","Carboxylic_ester","COC=O",1,245,225
20,"C","Carboxylic_ester","COC=O",1,245,225
7,"C","Aromatic","c1ccccc1",1,531,227
8,"C","Aromatic","c1ccccc1",1,531,227
9,"C","Aromatic","c1ccccc1",1,531,227
10,"C","Aromatic","c1ccccc1",1,531,227
11,"C","Aromatic","c1ccccc1",1,531,227
12,"C","Aromatic","c1ccccc1",1,531,227
14,"O",NA,"O",2,531,227
17,"O","Urea","O",3,531,227
0,"C",NA,"CN",1,336,228
1,"N",NA,"CN",1,336,228
3,"O",NA,"O",2,336,228
11,"C","Tertiary_amide","C",3,336,228
12,"S",NA,"CS",4,336,228
13,"C",NA,"CS",4,336,228
5,"Cl","Alkylchloride","Cl",1,482,229
13,"Br","Arylbromide","Br",2,482,229
0,"C",NA,"C",1,356,230
5,"O","Lactam, Oxoarene, Conjugated_double_bond","O",2,356,230
7,"C",NA,"C",3,356,230
9,"O","Urea, Oxoarene, Conjugated_double_bond","O",4,356,230
10,"N","Hetero_N_basic_H, Heteroaromatic, Aromatic, Heterocyclic, Conjugated_double_bond","[nH]cn",5,356,230
11,"C","Aromatic","[nH]cn",5,356,230
12,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","[nH]cn",5,356,230
12,"C","Primary_alcohol","CO",1,847,234
13,"O","Primary_alcohol","CO",1,847,234
15,"O","Secondary_alcohol, 1,2-Diol","O",2,847,234
16,"O","Secondary_alcohol, 1,2-Diol","O",3,847,234
18,"Cl","Arylchloride","Cl",4,847,234
19,"Cl","Arylchloride","Cl",5,847,234
0,"C","Primary_carbon","C",1,276,236
4,"C","Primary_carbon","C",2,276,236
10,"C","Urethan","CNC=O",3,276,236
11,"O","Urethan","CNC=O",3,276,236
12,"N","Urethan","CNC=O",3,276,236
13,"C",NA,"CNC=O",3,276,236
0,"C","Primary_carbon","C",1,934,238
8,"C","Carboxylic_acid, Conjugated_double_bond","O=CO",2,934,238
9,"O","Carboxylic_acid, Conjugated_double_bond","O=CO",2,934,238
10,"O","Carboxylic_acid","O=CO",2,934,238
11,"O","Phenol","O",3,934,238
14,"O","Carboxylic_ester, Conjugated_double_bond","O",4,934,238
21,"C","Primary_carbon","C",5,934,238
23,"O","Alkylarylether","CO",6,934,238
24,"C","Alkylarylether","CO",6,934,238
25,"O","Alkylarylether","CO",7,934,238
26,"C","Alkylarylether","CO",7,934,238
11,"Br","Arylbromide","Br",1,295,239
0,"C","Primary_carbon","C",1,425,240
12,"O","Carboxylic_acid","O",2,425,240
13,"O","Carboxylic_acid","O",3,425,240
23,"Cl","Arylchloride","Cl",4,425,240
6,"Cl","Arylchloride","Cl",1,877,242
7,"Cl","Arylchloride","Cl",2,877,242
10,"N","Primary_arom_amine","N",3,877,242
13,"N","Primary_arom_amine","N",4,877,242
16,"O","Phenol","O",1,935,243
17,"O","Alkylarylether","OCCCl",1,256,245
18,"C","Alkylarylether","OCCCl",1,256,245
19,"C","Alkylchloride","OCCCl",1,256,245
20,"Cl","Alkylchloride","OCCCl",1,256,245
0,"C","Primary_carbon","C",1,294,246
5,"S",NA,"S",2,294,246
12,"O","Carboxylic_ester","CO",3,294,246
13,"C","Carboxylic_ester","CO",3,294,246
0,"C","Alkylarylether, Imidolactone","CO",1,264,247
1,"O","Alkylarylether, Imidolactone","CO",1,264,247
24,"C","Carboxylic_ester","C",2,264,247
25,"C",NA,"CNS(C)(=O)=O",3,264,247
26,"N","Sulfonamide","CNS(C)(=O)=O",3,264,247
27,"S","Sulfonamide","CNS(C)(=O)=O",3,264,247
28,"O","Sulfonamide","CNS(C)(=O)=O",3,264,247
29,"O","Sulfonamide","CNS(C)(=O)=O",3,264,247
30,"C",NA,"CNS(C)(=O)=O",3,264,247
31,"O","Alkylarylether, Imidolactone","CO",4,264,247
32,"C","Alkylarylether, Imidolactone","CO",4,264,247
0,"C","Primary_carbon","C",1,284,248
0,"C","Primary_carbon, Secondary_carbon","C",1,316,250
0,"C","Enolether","CO",1,851,253
1,"O","Enolether","CO",1,851,253
14,"O","Enolether","CO",2,851,253
15,"C","Enolether","CO",2,851,253
0,"C","Primary_carbon","CC(C)O",1,268,257
1,"C","Primary_carbon, Alkylarylether","CC(C)O",1,268,257
2,"C","Primary_carbon","CC(C)O",1,268,257
3,"O","Alkylarylether","CC(C)O",1,268,257
0,"C","Primary_carbon, Secondary_carbon","CCCCO",1,263,258
1,"C","Primary_carbon, Secondary_carbon","CCCCO",1,263,258
2,"C","Secondary_carbon","CCCCO",1,263,258
3,"C","Secondary_carbon, Urethan","CCCCO",1,263,258
4,"O","Urethan","CCCCO",1,263,258
6,"O","Urethan","O",2,263,258
0,"C",NA,"CNC",1,289,259
1,"N","Urea","CNC",1,289,259
2,"C",NA,"CNC",1,289,259
12,"C","Alkylfluoride, Trifluoromethyl","FC(F)F",2,289,259
13,"F","Alkylfluoride, Trifluoromethyl","FC(F)F",2,289,259
14,"F","Alkylfluoride, Trifluoromethyl","FC(F)F",2,289,259
15,"F","Alkylfluoride, Trifluoromethyl","FC(F)F",2,289,259
2,"N","Amidine, Conjugated_double_bond, Conjugated_tripple_bond","N#CN",1,320,261
3,"C","Nitrile, Conjugated_double_bond, Conjugated_tripple_bond","N#CN",1,320,261
4,"N","Nitrile, Conjugated_double_bond, Conjugated_tripple_bond","N#CN",1,320,261
6,"C",NA,"C",2,320,261
12,"Cl","Imidoylhalide_cyclic, Arylchloride","Cl",3,320,261
7,"S",NA,"S",1,285,265
7,"O","Conjugated_double_bond","O",1,319,266
18,"O","Halogen_acetal_like, Acetal_like","OC(F)(F)F",2,319,266
19,"C","Alkylfluoride, Halogen_acetal_like, Acetal_like, Trifluoromethyl","OC(F)(F)F",2,319,266
20,"F","Alkylfluoride, Halogen_acetal_like, Acetal_like, Trifluoromethyl","OC(F)(F)F",2,319,266
21,"F","Alkylfluoride, Halogen_acetal_like, Acetal_like, Trifluoromethyl","OC(F)(F)F",2,319,266
22,"F","Alkylfluoride, Halogen_acetal_like, Acetal_like, Trifluoromethyl","OC(F)(F)F",2,319,266
23,"Cl","Arylchloride","Cl",3,319,266
10,"O","Alkylarylether","CO",1,1004,268
11,"C","Alkylarylether","CO",1,1004,268
12,"O","Phenol","O",2,1004,268
4,"C","Secondary_carbon, Tertiary_carbon","C1CC1",1,283,269
5,"C","Secondary_carbon, Tertiary_carbon","C1CC1",1,283,269
6,"C","Secondary_carbon, Tertiary_carbon","C1CC1",1,283,269
0,"C","Primary_carbon","CC(C)N",1,393,273
1,"C","Primary_carbon","CC(C)N",1,393,273
2,"C","Primary_carbon","CC(C)N",1,393,273
3,"N","Secondary_aliph_amine, 1,2-Aminoalcohol","CC(C)N",1,393,273
14,"C","Secondary_carbon","CC(N)=O",2,393,273
15,"C","Secondary_carbon, Primary_amide","CC(N)=O",2,393,273
16,"O","Primary_amide","CC(N)=O",2,393,273
17,"N","Primary_amide","CC(N)=O",2,393,273
0,"C","Secondary_amide","CNC(=O)CS",1,285,274
1,"N","Secondary_amide","CNC(=O)CS",1,285,274
2,"C","Secondary_amide","CNC(=O)CS",1,285,274
3,"O","Secondary_amide","CNC(=O)CS",1,285,274
4,"C",NA,"CNC(=O)CS",1,285,274
5,"S",NA,"CNC(=O)CS",1,285,274
7,"S",NA,"S",2,285,274
0,"C","Primary_carbon, Secondary_carbon","C",1,316,275
3,"C","Primary_carbon","C",2,316,275
14,"O","Alkylarylether","CO",3,316,275
15,"C","Alkylarylether","CO",3,316,275
0,"C","Primary_carbon, Tertiary_carbon","C",1,311,276
2,"C","Primary_carbon, Tertiary_carbon","C",2,311,276
3,"C",NA,"CCCl",1,482,277
4,"C","Alkylchloride","CCCl",1,482,277
5,"Cl","Alkylchloride","CCCl",1,482,277
13,"Br","Arylbromide","Br",2,482,277
11,"C","Acetal, Acetal_like","C1COCO1",1,302,280
12,"O","Acetal, Acetal_like, Heterocyclic","C1COCO1",1,302,280
13,"C","Acetal","C1COCO1",1,302,280
14,"C","Acetal","C1COCO1",1,302,280
15,"O","Acetal, Acetal_like, Heterocyclic","C1COCO1",1,302,280
0,"C",NA,"C",1,302,284
11,"C","Acetal, Acetal_like","C1COCO1",2,302,284
12,"O","Acetal, Acetal_like, Heterocyclic","C1COCO1",2,302,284
13,"C","Acetal","C1COCO1",2,302,284
14,"C","Acetal","C1COCO1",2,302,284
15,"O","Acetal, Acetal_like, Heterocyclic","C1COCO1",2,302,284
0,"C","Primary_carbon","CCC(=O)OC",1,294,285
1,"C","Primary_carbon, Conjugated_double_bond","CCC(=O)OC",1,294,285
8,"O",NA,"CO",2,294,285
9,"C",NA,"CO",2,294,285
10,"C","Carboxylic_ester, Conjugated_double_bond","CCC(=O)OC",1,294,285
11,"O","Carboxylic_ester, Conjugated_double_bond","CCC(=O)OC",1,294,285
12,"O","Carboxylic_ester","CCC(=O)OC",1,294,285
13,"C","Carboxylic_ester","CCC(=O)OC",1,294,285
0,"C","Primary_carbon","C",1,372,286
12,"N","Sulfonamide","N",2,372,286
11,"Br","Arylbromide","Br",1,295,289
12,"O",NA,"CO",2,295,289
13,"C",NA,"CO",2,295,289
0,"C",NA,"CCN(C)C",1,530,291
1,"N","Tertiary_aliph_amine","CCN(C)C",1,530,291
2,"C",NA,"CCN(C)C",1,530,291
3,"C",NA,"CCN(C)C",1,530,291
4,"C","Dialkylether","CCN(C)C",1,530,291
0,"C","Primary_carbon","C",1,335,292
4,"C","Primary_carbon","C",2,335,292
24,"C","Primary_carbon","C",3,335,292
25,"O","Alkylarylether","CO",4,335,292
26,"C","Alkylarylether","CO",4,335,292
0,"C","Primary_carbon","C",1,298,295
7,"Cl","Arylchloride","Cl",2,298,295
13,"C",NA,"C",3,298,295
0,"C","Primary_carbon","C",1,515,296
8,"C","Aromatic","c1ccncc1",2,515,296
9,"C","Aromatic","c1ccncc1",2,515,296
10,"C","Aromatic","c1ccncc1",2,515,296
11,"C","Aromatic","c1ccncc1",2,515,296
12,"C","Aromatic","c1ccncc1",2,515,296
13,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1ccncc1",2,515,296
16,"C",NA,"CN(C)C",3,515,296
17,"N","Tertiary_aliph_amine","CN(C)C",3,515,296
18,"C",NA,"CN(C)C",3,515,296
19,"C",NA,"CN(C)C",3,515,296
0,"C","Primary_carbon, Secondary_carbon","CCCCN",1,411,299
1,"C","Primary_carbon, Secondary_carbon","CCCCN",1,411,299
2,"C","Secondary_carbon","CCCCN",1,411,299
3,"C","Secondary_carbon","CCCCN",1,411,299
4,"N","Secondary_mixed_amine","CCCCN",1,411,299
18,"S","Sulfonamide, Conjugated_double_bond","N[SH](=O)=O",2,411,299
19,"O","Sulfonamide, Conjugated_double_bond","N[SH](=O)=O",2,411,299
20,"O","Sulfonamide, Conjugated_double_bond","N[SH](=O)=O",2,411,299
21,"N","Sulfonamide","N[SH](=O)=O",2,411,299
22,"C","Carboxylic_acid, Conjugated_double_bond","O=CO",3,411,299
23,"O","Carboxylic_acid, Conjugated_double_bond","O=CO",3,411,299
24,"O","Carboxylic_acid","O=CO",3,411,299
2,"C","Secondary_carbon, Tertiary_carbon","C",1,350,300
6,"C","Secondary_carbon, Tertiary_carbon","C",2,350,300
2,"C",NA,"C",1,303,301
4,"O","Urea","O",2,303,301
6,"C","Aromatic","c1ccccc1",3,303,301
7,"C","Aromatic","c1ccccc1",3,303,301
8,"C","Aromatic","c1ccccc1",3,303,301
9,"C","Aromatic","c1ccccc1",3,303,301
10,"C","Aromatic","c1ccccc1",3,303,301
11,"C","Aromatic","c1ccccc1",3,303,301
0,"C","Primary_carbon","C",1,307,302
6,"C","Primary_carbon","C",2,307,302
8,"S","Alkylarylthioether","CS",3,307,302
9,"C","Alkylarylthioether","CS",3,307,302
12,"Cl","Arylchloride","Cl",1,326,303
13,"Cl","Arylchloride","Cl",2,326,303
0,"C","Primary_carbon","CCC(C)(C)C",1,722,304
1,"C","Primary_carbon, Quaternary_carbon","CCC(C)(C)C",1,722,304
2,"C","Primary_carbon, Quaternary_carbon","CCC(C)(C)C",1,722,304
3,"C","Primary_carbon, Quaternary_carbon","CCC(C)(C)C",1,722,304
4,"C","Primary_carbon, Quaternary_carbon","CCC(C)(C)C",1,722,304
5,"C","Primary_carbon, Quaternary_carbon","CCC(C)(C)C",1,722,304
8,"N","Guanidine, Conjugated_double_bond, Conjugated_tripple_bond","N#CN",2,722,304
9,"C","Nitrile, Conjugated_double_bond, Conjugated_tripple_bond","N#CN",2,722,304
10,"N","Nitrile, Conjugated_double_bond, Conjugated_tripple_bond","N#CN",2,722,304
11,"O","Urethan","CNC(=O)O",1,309,305
12,"C","Urethan","CNC(=O)O",1,309,305
13,"O","Urethan","CNC(=O)O",1,309,305
14,"N","Urethan","CNC(=O)O",1,309,305
15,"C",NA,"CNC(=O)O",1,309,305
0,"C","Primary_carbon, Tertiary_carbon","C",1,311,307
2,"C","Primary_carbon, Tertiary_carbon","C",2,311,307
3,"C","Primary_carbon","C",1,316,308
14,"O","Alkylarylether","CO",2,316,308
15,"C","Alkylarylether","CO",2,316,308
0,"C","Primary_carbon, Tertiary_carbon","C",1,311,309
2,"C","Primary_carbon, Tertiary_carbon","C",2,311,309
2,"N","Amidine, Conjugated_double_bond, Conjugated_tripple_bond","N#CN",1,320,310
3,"C","Nitrile, Conjugated_double_bond, Conjugated_tripple_bond","N#CN",1,320,310
4,"N","Nitrile, Conjugated_double_bond, Conjugated_tripple_bond","N#CN",1,320,310
0,"C","Secondary_carbon","CCC",1,815,311
1,"C","Secondary_carbon, Tertiary_carbon","CCC",1,815,311
4,"C","Secondary_carbon, Tertiary_carbon","C",2,815,311
7,"C","Secondary_carbon, Tertiary_carbon","CCC",1,815,311
12,"S",NA,"S",3,815,311
13,"S",NA,"S",4,815,311
0,"C","Aromatic","ccc",1,378,314
1,"C","Aromatic","ccc",1,378,314
9,"C","Aromatic, Conjugated_double_bond","ccc",1,378,314
11,"O","Imide_acidic, Conjugated_double_bond","O",2,378,314
14,"O","Imide_acidic, Conjugated_double_bond","O",3,378,314
15,"N","Primary_arom_amine","N",4,378,314
2,"C","Primary_carbon, Tertiary_carbon","C",1,947,315
2,"C",NA,"C",1,386,316
11,"C",NA,"C",2,386,316
12,"N",NA,"CNC",3,386,316
13,"C",NA,"CNC",3,386,316
14,"C",NA,"CNC",3,386,316
0,"C","Primary_carbon","C",1,372,317
9,"S","Sulfonamide, Conjugated_double_bond","N[SH](=O)=O",2,372,317
10,"O","Sulfonamide, Conjugated_double_bond","N[SH](=O)=O",2,372,317
11,"O","Sulfonamide, Conjugated_double_bond","N[SH](=O)=O",2,372,317
12,"N","Sulfonamide","N[SH](=O)=O",2,372,317
0,"C",NA,"C",1,326,318
2,"C",NA,"C",2,326,318
12,"Cl","Arylchloride","Cl",3,326,318
13,"Cl","Arylchloride","Cl",4,326,318
8,"S",NA,"CS",1,334,322
9,"C",NA,"CS",1,334,322
8,"C","Aromatic","c1cscn1",1,343,323
9,"C","Aromatic","c1cscn1",1,343,323
10,"S","Hetero_S, Heteroaromatic, Aromatic, Heterocyclic","c1cscn1",1,343,323
11,"C","Aromatic","c1cscn1",1,343,323
12,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1cscn1",1,343,323
0,"C","Primary_carbon, Secondary_carbon","C",1,794,325
18,"C",NA,"CN(C)C",2,794,325
19,"N","Tertiary_aliph_amine","CN(C)C",2,794,325
20,"C",NA,"CN(C)C",2,794,325
21,"C",NA,"CN(C)C",2,794,325
22,"C","Aromatic, Conjugated_double_bond","c1ccccc1",3,794,325
23,"C","Aromatic, Conjugated_double_bond","c1ccccc1",3,794,325
24,"C","Aromatic","c1ccccc1",3,794,325
25,"C","Aromatic","c1ccccc1",3,794,325
26,"C","Aromatic","c1ccccc1",3,794,325
27,"C","Aromatic, Conjugated_double_bond","c1ccccc1",3,794,325
8,"N","Guanidine","N",1,510,326
11,"N","Guanidine","N",2,510,326
12,"N","Guanidine","N",3,510,326
2,"O","Ketone, Conjugated_double_bond","O",1,969,329
11,"O","Alkylarylether","CO",2,969,329
12,"C","Alkylarylether","CO",2,969,329
13,"O","Phenol","O",3,969,329
9,"O","Phenol","O",1,348,330
11,"O","Carboxylic_acid, Alpha_aminoacid","O",2,348,330
12,"O","Carboxylic_acid, Alpha_aminoacid","O",3,348,330
13,"N","Primary_aliph_amine, Alpha_aminoacid","N",4,348,330
0,"C","Primary_carbon","C",1,351,332
3,"C","Primary_carbon","CC",2,351,332
4,"C","Primary_carbon","CC",2,351,332
9,"O","Secondary_amide, Conjugated_double_bond","O",3,351,332
16,"N","Secondary_amide","CC(N)=O",4,351,332
17,"C","Primary_carbon, Secondary_amide","CC(N)=O",4,351,332
18,"O","Secondary_amide","CC(N)=O",4,351,332
19,"C","Primary_carbon","CC(N)=O",4,351,332
6,"O","Halogen_acetal_like, Acetal_like","OC(F)(F)F",1,737,333
7,"C","Alkylfluoride, Halogen_acetal_like, Acetal_like, Trifluoromethyl","OC(F)(F)F",1,737,333
8,"F","Alkylfluoride, Halogen_acetal_like, Acetal_like, Trifluoromethyl","OC(F)(F)F",1,737,333
9,"F","Alkylfluoride, Halogen_acetal_like, Acetal_like, Trifluoromethyl","OC(F)(F)F",1,737,333
10,"F","Alkylfluoride, Halogen_acetal_like, Acetal_like, Trifluoromethyl","OC(F)(F)F",1,737,333
8,"O","Tertiary_amide, Conjugated_double_bond","O",1,336,334
9,"N","Tertiary_amide","CNC",2,336,334
10,"C","Tertiary_amide","CNC",2,336,334
11,"C","Tertiary_amide","CNC",2,336,334
0,"C","Primary_carbon, Secondary_carbon","CC",1,342,335
1,"C","Primary_carbon, Secondary_carbon","CC",1,342,335
0,"C","Primary_carbon, Quaternary_carbon","C",1,347,336
2,"C","Primary_carbon, Quaternary_carbon","C",2,347,336
3,"C","Primary_carbon, Quaternary_carbon","C",3,347,336
11,"C","Dialkylthioether","CSC",4,347,336
12,"S","Dialkylthioether","CSC",4,347,336
13,"C","Dialkylthioether","CSC",4,347,336
0,"C","Aromatic","c1ccccc1",1,410,338
1,"C","Aromatic","c1ccccc1",1,410,338
2,"C","Aromatic, Conjugated_double_bond","c1ccccc1",1,410,338
3,"C","Aromatic, Conjugated_double_bond","c1ccccc1",1,410,338
4,"C","Aromatic, Conjugated_double_bond","c1ccccc1",1,410,338
5,"C","Aromatic","c1ccccc1",1,410,338
0,"C","Secondary_carbon","C1CCCC1",1,463,343
1,"C","Secondary_carbon","C1CCCC1",1,463,343
2,"C","Secondary_carbon","C1CCCC1",1,463,343
3,"C","Secondary_carbon","C1CCCC1",1,463,343
4,"C","Secondary_carbon","C1CCCC1",1,463,343
9,"C","Primary_arom_amine, Imidolactam, Aromatic","ncncN",2,463,343
10,"N","Primary_arom_amine","ncncN",2,463,343
11,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","ncncN",2,463,343
12,"C","Aromatic","ncncN",2,463,343
13,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","ncncN",2,463,343
2,"O","Carbothioic_S_ester","O",1,376,347
5,"C",NA,"C[N+](C)(C)C",2,376,347
6,"N","Quaternary_aliph_ammonium, Ammonium, Kation","C[N+](C)(C)C",2,376,347
7,"C",NA,"C[N+](C)(C)C",2,376,347
8,"C",NA,"C[N+](C)(C)C",2,376,347
9,"C",NA,"C[N+](C)(C)C",2,376,347
0,"C","Primary_carbon","C",1,597,349
6,"C","Amidine, Conjugated_double_bond","N=CN",1,380,350
7,"N","Amidine, Conjugated_double_bond","N=CN",1,380,350
8,"N","Amidine","N=CN",1,380,350
0,"C","Aromatic","Cc1ccco1",1,585,353
1,"C","Aromatic","Cc1ccco1",1,585,353
2,"C","Aromatic","Cc1ccco1",1,585,353
3,"C",NA,"Cc1ccco1",1,585,353
14,"O",NA,"NS(=O)O",2,585,353
15,"S",NA,"NS(=O)O",2,585,353
16,"O",NA,"NS(=O)O",2,585,353
17,"N",NA,"NS(=O)O",2,585,353
18,"Cl","Arylchloride","Cl",3,585,353
19,"O","Hetero_O, Heteroaromatic, Aromatic, Heterocyclic","Cc1ccco1",1,585,353
20,"C","Aromatic","Cc1ccco1",1,585,353
19,"C","Secondary_carbon","CCN",1,383,355
20,"C","Secondary_carbon","CCN",1,383,355
21,"N","Primary_aliph_amine","CCN",1,383,355
0,"C",NA,"C",1,532,356
7,"N","Primary_arom_amine","N",1,522,357
0,"C","Primary_carbon","C",1,840,358
4,"C","Primary_carbon","C",2,840,358
5,"C","Primary_carbon","C",3,840,358
0,"C","Aromatic","c1ccccc1",1,410,361
1,"C","Aromatic","c1ccccc1",1,410,361
2,"C","Aromatic, Conjugated_double_bond","c1ccccc1",1,410,361
3,"C","Aromatic, Conjugated_double_bond","c1ccccc1",1,410,361
4,"C","Aromatic, Conjugated_double_bond","c1ccccc1",1,410,361
5,"C","Aromatic","c1ccccc1",1,410,361
8,"N","Primary_amide","N",2,410,361
0,"C","Primary_carbon, CH-acidic","CC(=O)S",1,376,363
1,"C","Primary_carbon, Carbothioic_S_ester","CC(=O)S",1,376,363
2,"O","Carbothioic_S_ester","CC(=O)S",1,376,363
3,"S","Carbothioic_S_ester","CC(=O)S",1,376,363
14,"O","Lactam, Oxoarene, Conjugated_double_bond","O",1,701,370
2,"C","Primary_alcohol","CO",1,588,371
3,"O","Primary_alcohol","CO",1,588,371
0,"C","Primary_carbon","C",1,653,377
12,"O","Phenol","O",2,653,377
0,"C","Alkylarylether","CO",1,963,378
1,"O","Alkylarylether","CO",1,963,378
12,"C","Aromatic","cco",2,963,378
13,"C","Aromatic","cco",2,963,378
14,"O","Hetero_O, Heteroaromatic, Aromatic, Heterocyclic","cco",2,963,378
18,"O","Secondary_alcohol","O",1,437,379
19,"O","Phenol, 1,2-Diphenol","O",2,437,379
