"atom_idx","atom_symbol","matched_fg","frag_smiles","frag_id","idx1","idx2"
16,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",3,181,782
17,"C","Aromatic","c1ncnn1",3,181,782
18,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic, Conjugated_double_bond","c1ncnn1",3,181,782
19,"O","Secondary_alcohol","O",4,181,782
18,"C","Aromatic","c1ccccc1",1,183,215
19,"C","Aromatic","c1ccccc1",1,183,215
20,"C","Aromatic","c1ccccc1",1,183,215
21,"C","Aromatic","c1ccccc1",1,183,215
22,"C","Aromatic","c1ccccc1",1,183,215
23,"C","Aromatic","c1ccccc1",1,183,215
24,"O","Secondary_alcohol","O",2,183,215
13,"C","Secondary_carbon, Tertiary_carbon","CCSC(C)C",1,184,213
14,"C","Primary_carbon, Secondary_carbon, Dialkylthioether","CCSC(C)C",1,184,213
15,"C","Primary_carbon","CCSC(C)C",1,184,213
16,"S","Dialkylthioether","CCSC(C)C",1,184,213
17,"C","Primary_carbon, Dialkylthioether","CCSC(C)C",1,184,213
18,"C","Primary_carbon","CCSC(C)C",1,184,213
0,"C","Primary_carbon, Quaternary_carbon","C",1,186,639
16,"Cl","Arylchloride","Cl",2,186,639
17,"Cl","Arylchloride","Cl",3,186,639
18,"O","Phenol","O",4,186,639
0,"C","Tertiary_amide","CNC",1,187,247
1,"N","Tertiary_amide","CNC",1,187,247
2,"C","Tertiary_amide","CNC",1,187,247
24,"O","Alkylarylether, Imidolactone","CO",2,187,247
25,"C","Alkylarylether, Imidolactone","CO",2,187,247
26,"O","Alkylarylether, Imidolactone","CO",3,187,247
27,"C","Alkylarylether, Imidolactone","CO",3,187,247
28,"N","Secondary_amide","NC=O",4,187,247
29,"C","Secondary_amide","NC=O",4,187,247
30,"O","Secondary_amide","NC=O",4,187,247
14,"O",NA,"O",1,189,190
0,"C","Primary_carbon","CCO",1,190,222
1,"C","Primary_carbon, Carboxylic_ester","CCO",1,190,222
2,"O","Carboxylic_ester","CCO",1,190,222
4,"O","Carboxylic_ester","O",2,190,222
8,"O","Carboxylic_ester","O",3,190,222
9,"O","Carboxylic_ester","CCO",4,190,222
10,"C","Primary_carbon, Carboxylic_ester","CCO",4,190,222
11,"C","Primary_carbon","CCO",4,190,222
13,"P",NA,"CO[PH](=S)OC",5,190,222
14,"S",NA,"CO[PH](=S)OC",5,190,222
15,"O",NA,"CO[PH](=S)OC",5,190,222
16,"C",NA,"CO[PH](=S)OC",5,190,222
17,"O",NA,"CO[PH](=S)OC",5,190,222
18,"C",NA,"CO[PH](=S)OC",5,190,222
0,"C","Primary_carbon","CCO",1,191,265
1,"C","Primary_carbon, Urethan","CCO",1,191,265
2,"O","Urethan","CCO",1,191,265
4,"O","Urethan","O",2,191,265
6,"C",NA,"C",3,191,265
12,"S",NA,"S",4,191,265
15,"C","Primary_carbon","C",5,191,265
18,"C","Primary_carbon","C",6,191,265
0,"C","Primary_carbon","CC",1,192,269
1,"C","Primary_carbon, Alkyne, Conjugated_tripple_bond","CC",1,192,269
12,"O","Carboxylic_ester","O",1,193,196
18,"O","Dialkylether","CO",2,193,196
19,"C","Dialkylether","CO",2,193,196
10,"N","Hetero_N_basic_no_H, Heteroaromatic, Aromatic, Heterocyclic","c1cnnc1",1,194,196
11,"C","Aromatic","c1cnnc1",1,194,196
12,"C","Aromatic","c1cnnc1",1,194,196
13,"C","Aromatic","c1cnnc1",1,194,196
14,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1cnnc1",1,194,196
0,"C","Primary_carbon, Secondary_carbon","CC",1,196,202
1,"C","Primary_carbon, Secondary_carbon","CC",1,196,202
7,"C","Primary_carbon","C",2,196,202
13,"O","Dialkylether","CO",3,196,202
14,"C","Dialkylether","CO",3,196,202
15,"C","Tertiary_amide","O=CCCl",4,196,202
16,"O","Tertiary_amide","O=CCCl",4,196,202
17,"C","Alkylchloride","O=CCCl",4,196,202
18,"Cl","Alkylchloride","O=CCCl",4,196,202
0,"C","Primary_carbon","C",1,197,294
9,"O","Phosphoric_triester","O",2,197,294
0,"C","Primary_carbon","CCS",1,198,521
1,"C","Primary_carbon","CCS",1,198,521
2,"S",NA,"CCS",1,198,521
4,"O",NA,"O",2,198,521
0,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,200,329
1,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,200,329
2,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,200,329
3,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,200,329
13,"Cl","Arylchloride","Cl",2,200,329
14,"N","Hetero_N_basic_no_H, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",3,200,329
15,"C","Aromatic","c1ncnn1",3,200,329
16,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",3,200,329
17,"C","Aromatic","c1ncnn1",3,200,329
18,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",3,200,329
19,"O","Secondary_alcohol","O",4,200,329
0,"C","Primary_carbon, Secondary_carbon","CC",1,201,311
1,"C","Primary_carbon, Secondary_carbon","CC",1,201,311
5,"N","Hetero_N_basic_no_H, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",2,201,311
6,"C","Aromatic","c1ncnn1",2,201,311
7,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",2,201,311
8,"C","Aromatic","c1ncnn1",2,201,311
9,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",2,201,311
16,"Cl","Arylchloride","Cl",3,201,311
17,"Cl","Arylchloride","Cl",4,201,311
0,"C","Primary_carbon, Secondary_carbon","CC",1,202,289
1,"C","Primary_carbon, Secondary_carbon","CC",1,202,289
3,"C","Primary_carbon, Secondary_carbon","CC",2,202,289
4,"C","Primary_carbon, Secondary_carbon","CC",2,202,289
10,"C","Primary_carbon","C",3,202,289
14,"N","Nitro, Conjugated_double_bond, Kation","O=[NH+][O-]",4,202,289
15,"O","Anion","O=[NH+][O-]",4,202,289
16,"O","Conjugated_double_bond","O=[NH+][O-]",4,202,289
17,"N","Nitro, Conjugated_double_bond, Kation","O=[NH+][O-]",5,202,289
18,"O","Anion","O=[NH+][O-]",5,202,289
19,"O","Conjugated_double_bond","O=[NH+][O-]",5,202,289
0,"C","Primary_carbon","C",1,204,246
3,"C","Primary_carbon, Tertiary_amide","CC",2,204,246
4,"C","Primary_carbon","CC",2,204,246
17,"Cl","Chloroalkene","Cl",3,204,246
9,"C","Urethan","CN(C)C=O",1,206,230
10,"O","Urethan","CN(C)C=O",1,206,230
11,"N","Urethan","CN(C)C=O",1,206,230
12,"C",NA,"CN(C)C=O",1,206,230
13,"C",NA,"CN(C)C=O",1,206,230
16,"C",NA,"C",2,206,230
3,"C","Primary_carbon","CC",1,207,230
4,"C","Primary_carbon","CC",1,207,230
13,"P",NA,"CO[PH](=S)OC",2,207,230
14,"S",NA,"CO[PH](=S)OC",2,207,230
15,"O",NA,"CO[PH](=S)OC",2,207,230
16,"C",NA,"CO[PH](=S)OC",2,207,230
17,"O",NA,"CO[PH](=S)OC",2,207,230
18,"C",NA,"CO[PH](=S)OC",2,207,230
0,"C","Primary_carbon, Quaternary_carbon","C",1,208,406
2,"C","Secondary_carbon, Quaternary_carbon","C",2,208,406
4,"C","Primary_carbon, Quaternary_carbon","C",3,208,406
14,"Cl","Arylchloride","Cl",4,208,406
15,"Cl","Arylchloride","Cl",5,208,406
0,"C","Primary_carbon, Secondary_carbon","CCCS",1,209,236
1,"C","Primary_carbon, Secondary_carbon","CCCS",1,209,236
2,"C","Secondary_carbon","CCCS",1,209,236
3,"S",NA,"CCCS",1,209,236
5,"O",NA,"O",2,209,236
8,"C","Primary_carbon","C",3,209,236
16,"Cl","Arylchloride","Cl",4,209,236
17,"Br","Arylbromide","Br",5,209,236
0,"C","Primary_carbon","CCN",1,210,294
1,"C","Primary_carbon","CCN",1,210,294
2,"N",NA,"CCN",1,210,294
14,"C","Primary_carbon","C",2,210,294
15,"C","Primary_carbon","C",3,210,294
16,"C","Primary_carbon","C",4,210,294
8,"S","Halogen_acetal_like, Acetal_like","FC(S)(Cl)Cl",1,214,731
9,"C","Alkylchloride, Alkylfluoride, Halogen_acetal_like, Acetal_like","FC(S)(Cl)Cl",1,214,731
10,"Cl","Alkylchloride, Halogen_acetal_like, Acetal_like","FC(S)(Cl)Cl",1,214,731
11,"Cl","Alkylchloride, Halogen_acetal_like, Acetal_like","FC(S)(Cl)Cl",1,214,731
12,"F","Alkylfluoride, Halogen_acetal_like, Acetal_like","FC(S)(Cl)Cl",1,214,731
16,"N",NA,"CNC",2,214,731
17,"C",NA,"CNC",2,214,731
18,"C",NA,"CNC",2,214,731
5,"O","Ketone","O",1,215,273
0,"C","Primary_carbon","CCO",1,220,258
1,"C","Primary_carbon, Carboxylic_ester","CCO",1,220,258
2,"O","Carboxylic_ester","CCO",1,220,258
4,"O","Carboxylic_ester","O",2,220,258
10,"C","Primary_carbon","C",3,220,258
0,"C","Primary_carbon, CH-acidic","C",1,222,322
17,"Cl","Arylchloride","Cl",1,225,245
0,"C","Primary_carbon","C",1,227,531
9,"Cl","Imidoylhalide_cyclic, Arylchloride","Cl",2,227,531
12,"C","Nitrile, Conjugated_tripple_bond","C#N",3,227,531
13,"N","Nitrile, Conjugated_tripple_bond","C#N",3,227,531
15,"S","Sulfuric_diamide, Conjugated_double_bond","CN(C)[SH](=O)=O",4,227,531
16,"O","Sulfuric_diamide, Conjugated_double_bond","CN(C)[SH](=O)=O",4,227,531
17,"O","Sulfuric_diamide, Conjugated_double_bond","CN(C)[SH](=O)=O",4,227,531
18,"N","Sulfuric_diamide","CN(C)[SH](=O)=O",4,227,531
19,"C",NA,"CN(C)[SH](=O)=O",4,227,531
20,"C",NA,"CN(C)[SH](=O)=O",4,227,531
0,"C","Primary_carbon","CCN",1,228,336
1,"C","Primary_carbon","CCN",1,228,336
2,"N","Urea","CCN",1,228,336
4,"O","Urea","O",2,228,336
12,"C","Nitrile, Conjugated_double_bond, Conjugated_tripple_bond","C#N",3,228,336
13,"N","Nitrile, Conjugated_double_bond, Conjugated_tripple_bond","C#N",3,228,336
6,"O","Tertiary_amide, Conjugated_double_bond","O",1,229,482
12,"C","Primary_carbon","C",2,229,482
0,"C","Primary_carbon, Secondary_carbon","CCCC",1,230,356
1,"C","Primary_carbon, Secondary_carbon","CCCC",1,230,356
2,"C","Secondary_carbon","CCCC",1,230,356
3,"C","Secondary_carbon","CCCC",1,230,356
6,"C","Primary_carbon","C",2,230,356
9,"N",NA,"CCN",3,230,356
10,"C","Primary_carbon","CCN",3,230,356
11,"C","Primary_carbon","CCN",3,230,356
14,"O","Imidoacid_cyclic, Phenol","O",4,230,356
0,"C","Primary_carbon","CC(C)O",1,236,276
1,"C","Primary_carbon, Carboxylic_ester","CC(C)O",1,236,276
2,"C","Primary_carbon","CC(C)O",1,236,276
3,"O","Carboxylic_ester","CC(C)O",1,236,276
5,"O","Carboxylic_ester, Conjugated_double_bond","O",2,236,276
13,"P",NA,"CO[PH](N)=S",3,236,276
14,"S",NA,"CO[PH](N)=S",3,236,276
15,"N",NA,"CO[PH](N)=S",3,236,276
16,"O",NA,"CO[PH](N)=S",3,236,276
17,"C",NA,"CO[PH](N)=S",3,236,276
16,"N","Oximether, Conjugated_double_bond","CON",1,238,934
17,"O","Oximether","CON",1,238,934
18,"C","Oximether","CON",1,238,934
19,"C","Carboxylic_ester, Conjugated_double_bond","COC=O",2,238,934
20,"O","Carboxylic_ester, Conjugated_double_bond","COC=O",2,238,934
21,"O","Carboxylic_ester","COC=O",2,238,934
22,"C","Carboxylic_ester","COC=O",2,238,934
11,"Cl","Arylchloride","Cl",1,239,295
12,"Cl","Arylchloride","Cl",2,239,295
0,"C","Alkyne","C",1,240,425
12,"O","Secondary_amide","O",2,240,425
20,"Cl","Arylchloride","Cl",3,240,425
22,"C","Dialkylether","C#CC",4,240,425
23,"C","Alkyne","C#CC",4,240,425
24,"C","Alkyne","C#CC",4,240,425
27,"O","Alkylarylether","CO",5,240,425
28,"C","Alkylarylether","CO",5,240,425
0,"C","Primary_carbon","C",1,242,877
12,"O","Lactam, Oxoarene, Conjugated_double_bond","O",2,242,877
14,"N",NA,"N",3,242,877
0,"C","Primary_carbon","C",1,243,935
11,"C","Primary_carbon","C",2,243,935
16,"O","Alkylarylether","CO",3,243,935
17,"C","Alkylarylether","CO",3,243,935
18,"Br","Arylbromide","Br",4,243,935
21,"O","Alkylarylether","CO",5,243,935
22,"C","Alkylarylether","CO",5,243,935
24,"C","Alkylarylether","C",6,243,935
17,"C","Carboxylic_ester, Conjugated_double_bond","COC=O",1,245,256
18,"O","Carboxylic_ester, Conjugated_double_bond","COC=O",1,245,256
19,"O","Carboxylic_ester","COC=O",1,245,256
20,"C","Carboxylic_ester","COC=O",1,245,256
0,"C","Primary_carbon","C",1,246,294
5,"N","Secondary_amide","CN",2,246,294
6,"C","Secondary_amide","CN",2,246,294
9,"O","Phosphoric_triester","O",3,246,294
0,"C","Primary_carbon","C",1,247,264
4,"C","Primary_carbon","C",2,247,264
24,"C","Carboxylic_ester","C1COC1",3,247,264
25,"C","Dialkylether","C1COC1",3,247,264
26,"O","Dialkylether, Heterocyclic","C1COC1",3,247,264
27,"C","Dialkylether","C1COC1",3,247,264
0,"C","Primary_carbon","C",1,248,284
10,"C","Primary_carbon","C",1,250,316
12,"N","Primary_aliph_amine, Enamine","N",1,253,851
13,"Cl","Chloroalkene","Cl",2,253,851
10,"C","Aromatic","cccc",1,257,268
11,"C","Aromatic","cccc",1,257,268
12,"C","Aromatic","cccc",1,257,268
13,"C","Aromatic","cccc",1,257,268
0,"C","Primary_carbon, Secondary_carbon","CCC",1,258,263
1,"C","Primary_carbon, Secondary_carbon","CCC",1,258,263
2,"C","Secondary_carbon","CCC",1,258,263
6,"C","Secondary_carbon","CCC",2,258,263
7,"C","Primary_carbon, Secondary_carbon","CCC",2,258,263
8,"C","Primary_carbon, Secondary_carbon","CCC",2,258,263
0,"C","Primary_carbon","CCO",1,259,289
1,"C","Primary_carbon, Alkylarylether","CCO",1,259,289
2,"O","Alkylarylether","CCO",1,259,289
9,"O","Alkylarylether","CCO",2,259,289
10,"C","Primary_carbon, Alkylarylether","CCO",2,259,289
11,"C","Primary_carbon","CCO",2,259,289
15,"O","Urethan","CC(C)O",3,259,289
16,"C","Primary_carbon, Urethan","CC(C)O",3,259,289
17,"C","Primary_carbon","CC(C)O",3,259,289
18,"C","Primary_carbon","CC(C)O",3,259,289
6,"C","Alkylfluoride, Trifluoromethyl","FC(F)F",1,261,320
7,"F","Alkylfluoride, Trifluoromethyl","FC(F)F",1,261,320
8,"F","Alkylfluoride, Trifluoromethyl","FC(F)F",1,261,320
9,"F","Alkylfluoride, Trifluoromethyl","FC(F)F",1,261,320
11,"O","Secondary_amide, Conjugated_double_bond","O",2,261,320
15,"N","Nitrile","N",3,261,320
7,"O",NA,"O",1,265,285
17,"Cl","Arylchloride","Cl",1,266,319
18,"C","Secondary_carbon","C1CCCC1",2,266,319
19,"C","Secondary_carbon","C1CCCC1",2,266,319
20,"C","Secondary_carbon","C1CCCC1",2,266,319
21,"C","Secondary_carbon","C1CCCC1",2,266,319
22,"C","Secondary_carbon","C1CCCC1",2,266,319
0,"C","Primary_carbon","C",1,268,1004
2,"C","Primary_carbon","C",2,268,1004
12,"O","Urethan","O",3,268,1004
13,"N","Urethan","CN",4,268,1004
14,"C",NA,"CN",4,268,1004
4,"C","Primary_carbon","C",1,269,283
0,"C","Primary_carbon, Quaternary_carbon","C",1,273,393
2,"C","Primary_carbon, Quaternary_carbon","C",2,273,393
3,"C","Primary_carbon, Quaternary_carbon","C",3,273,393
6,"N","Hetero_N_basic_no_H, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",4,273,393
7,"C","Aromatic","c1ncnn1",4,273,393
8,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",4,273,393
9,"C","Aromatic","c1ncnn1",4,273,393
10,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1ncnn1",4,273,393
18,"Cl","Arylchloride","Cl",5,273,393
3,"O","Phosphonic_diester","O",1,274,285
4,"C",NA,"OCC(Cl)(Cl)Cl",2,274,285
5,"C","Alkylchloride","OCC(Cl)(Cl)Cl",2,274,285
6,"Cl","Alkylchloride","OCC(Cl)(Cl)Cl",2,274,285
7,"Cl","Alkylchloride","OCC(Cl)(Cl)Cl",2,274,285
8,"Cl","Alkylchloride","OCC(Cl)(Cl)Cl",2,274,285
9,"O",NA,"OCC(Cl)(Cl)Cl",2,274,285
6,"Cl","Arylchloride","Cl",1,275,316
13,"C","Primary_carbon","CC",2,275,316
14,"C","Primary_carbon","CC",2,275,316
6,"C","Primary_carbon","C",1,276,311
0,"C","Primary_carbon, Secondary_carbon","C",1,277,482
3,"C","Primary_carbon","C",2,277,482
4,"C","Ketone","O=CCCl",3,277,482
5,"O","Ketone","O=CCCl",3,277,482
6,"C","Alkylchloride, Ketone","O=CCCl",3,277,482
7,"Cl","Alkylchloride","O=CCCl",3,277,482
10,"O","Secondary_amide, Conjugated_double_bond","O",4,277,482
15,"C","Primary_carbon","C",5,277,482
18,"Cl","Arylchloride","Cl",6,277,482
19,"Cl","Arylchloride","Cl",7,277,482
0,"C","Primary_carbon","CC(C)(C)O",1,280,302
1,"C","Primary_carbon, Secondary_carbon, Alkylarylether","CC(C)(C)O",1,280,302
2,"C","Primary_carbon","CC(C)(C)O",1,280,302
3,"C","Secondary_carbon","CC(C)(C)O",1,280,302
10,"O","Alkylarylether, Heterocyclic","CC(C)(C)O",1,280,302
0,"C","Primary_carbon","CCOC(N)=O",1,284,302
1,"C","Primary_carbon, Urethan","CCOC(N)=O",1,284,302
2,"O","Urethan","CCOC(N)=O",1,284,302
3,"C","Urethan","CCOC(N)=O",1,284,302
4,"O","Urethan","CCOC(N)=O",1,284,302
5,"N","Urethan","CCOC(N)=O",1,284,302
16,"C","Aromatic","c1ccccc1",2,284,302
17,"C","Aromatic","c1ccccc1",2,284,302
18,"C","Aromatic","c1ccccc1",2,284,302
19,"C","Aromatic","c1ccccc1",2,284,302
20,"C","Aromatic","c1ccccc1",2,284,302
21,"C","Aromatic","c1ccccc1",2,284,302
0,"C","Secondary_amide","CNC(=O)CS",1,285,294
1,"N","Secondary_amide","CNC(=O)CS",1,285,294
2,"C","Secondary_amide","CNC(=O)CS",1,285,294
3,"O","Secondary_amide","CNC(=O)CS",1,285,294
4,"C",NA,"CNC(=O)CS",1,285,294
5,"S",NA,"CNC(=O)CS",1,285,294
0,"C","Primary_carbon","CC",1,286,372
1,"C","Primary_carbon, CH-acidic","CC",1,286,372
10,"C",NA,"C",2,286,372
13,"N","Urea","CN",3,286,372
14,"C",NA,"CN",3,286,372
2,"C",NA,"C",1,289,295
12,"C","Alkylfluoride, Trifluoromethyl","FC(F)F",2,289,295
13,"F","Alkylfluoride, Trifluoromethyl","FC(F)F",2,289,295
14,"F","Alkylfluoride, Trifluoromethyl","FC(F)F",2,289,295
15,"F","Alkylfluoride, Trifluoromethyl","FC(F)F",2,289,295
7,"C",NA,"Cn1cncn1",1,291,530
8,"N","Hetero_N_basic_no_H, Heteroaromatic, Aromatic, Heterocyclic","Cn1cncn1",1,291,530
9,"C","Aromatic","Cn1cncn1",1,291,530
10,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","Cn1cncn1",1,291,530
11,"C","Aromatic","Cn1cncn1",1,291,530
12,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","Cn1cncn1",1,291,530
19,"F","Arylfluoride","F",2,291,530
21,"F","Arylfluoride","F",3,291,530
22,"Cl","Arylchloride","Cl",1,292,335
11,"Br","Arylbromide","Br",1,295,298
12,"O",NA,"CO",2,295,298
13,"C",NA,"CO",2,295,298
0,"C","Primary_carbon","CCON",1,296,515
1,"C","Primary_carbon","CCON",1,296,515
2,"O",NA,"CCON",1,296,515
3,"N","Conjugated_double_bond","CCON",1,296,515
11,"O","Alkylarylether","CO",2,296,515
12,"C","Alkylarylether","CO",2,296,515
13,"Cl","Arylchloride","Cl",3,296,515
14,"O","Alkylarylether","CO",4,296,515
15,"C","Alkylarylether","CO",4,296,515
18,"O","Conjugated_double_bond","O",5,296,515
19,"C","Aromatic, Conjugated_double_bond","c1ccccc1",6,296,515
20,"C","Aromatic, Conjugated_double_bond","c1ccccc1",6,296,515
21,"C","Aromatic","c1ccccc1",6,296,515
22,"C","Aromatic","c1ccccc1",6,296,515
23,"C","Aromatic","c1ccccc1",6,296,515
24,"C","Aromatic, Conjugated_double_bond","c1ccccc1",6,296,515
0,"C","Primary_carbon","C",1,298,303
7,"Cl","Arylchloride","Cl",2,298,303
0,"C",NA,"CN(C)C(N)=O",1,299,411
1,"N","Urea","CN(C)C(N)=O",1,299,411
2,"C",NA,"CN(C)C(N)=O",1,299,411
3,"C","Urea","CN(C)C(N)=O",1,299,411
4,"O","Urea","CN(C)C(N)=O",1,299,411
5,"N","Urea","CN(C)C(N)=O",1,299,411
19,"Cl","Arylchloride","Cl",2,299,411
0,"C",NA,"CN(C)C=O",1,300,350
1,"N","Urea","CN(C)C=O",1,300,350
2,"C",NA,"CN(C)C=O",1,300,350
3,"C","Urea","CN(C)C=O",1,300,350
4,"O","Urea","CN(C)C=O",1,300,350
3,"N","Guanidine, Nitro, Conjugated_double_bond","N[N+](=O)[O-]",1,301,303
4,"N","Nitro, Conjugated_double_bond, Kation","N[N+](=O)[O-]",1,301,303
5,"O","Anion","N[N+](=O)[O-]",1,301,303
6,"O","Conjugated_double_bond","N[N+](=O)[O-]",1,301,303
8,"C","Tertiary_carbon","CC1CCOC1",2,301,303
9,"C","Secondary_carbon, Tertiary_carbon","CC1CCOC1",2,301,303
10,"C","Secondary_carbon, Tertiary_carbon","CC1CCOC1",2,301,303
11,"C","Secondary_carbon, Dialkylether","CC1CCOC1",2,301,303
12,"O","Dialkylether, Heterocyclic","CC1CCOC1",2,301,303
13,"C","Tertiary_carbon, Dialkylether","CC1CCOC1",2,301,303
11,"C","Acetal, Acetal_like","C1COCO1",1,302,307
12,"O","Acetal, Acetal_like, Heterocyclic","C1COCO1",1,302,307
13,"C","Acetal","C1COCO1",1,302,307
14,"C","Acetal","C1COCO1",1,302,307
15,"O","Acetal, Acetal_like, Heterocyclic","C1COCO1",1,302,307
0,"C","Aromatic","c1ccccc1",1,304,722
1,"C","Aromatic","c1ccccc1",1,304,722
2,"C","Aromatic","c1ccccc1",1,304,722
3,"C","Aromatic","c1ccccc1",1,304,722
4,"C","Aromatic","c1ccccc1",1,304,722
5,"C","Aromatic","c1ccccc1",1,304,722
8,"O","Urea","O",2,304,722
16,"Cl","Imidoylhalide_cyclic, Arylchloride","Cl",3,304,722
10,"C","Primary_carbon","C",1,305,309
11,"C","Carboxylic_ester","COC=O",2,305,309
12,"O","Carboxylic_ester","COC=O",2,305,309
13,"O","Carboxylic_ester","COC=O",2,305,309
14,"C","Carboxylic_ester","COC=O",2,305,309
16,"O","Tertiary_amide, Conjugated_double_bond","O",3,305,309
17,"C","Aromatic, Conjugated_double_bond","c1ccoc1",4,305,309
18,"C","Aromatic, Conjugated_double_bond","c1ccoc1",4,305,309
19,"C","Aromatic","c1ccoc1",4,305,309
20,"C","Aromatic","c1ccoc1",4,305,309
21,"O","Hetero_O, Heteroaromatic, Aromatic, Heterocyclic, Conjugated_double_bond","c1ccoc1",4,305,309
8,"S","Alkylarylthioether","CS",1,307,311
9,"C","Alkylarylthioether","CS",1,307,311
2,"C","Primary_carbon","C",1,308,316
11,"O","Dialkylether","CO",2,308,316
12,"C","Dialkylether","CO",2,308,316
16,"S","Alkylarylthioether","CS",3,308,316
17,"C","Alkylarylthioether","CS",3,308,316
8,"N","Tertiary_mixed_amine","CNC",1,309,311
9,"C",NA,"CNC",1,309,311
10,"C",NA,"CNC",1,309,311
12,"C","Nitro, Conjugated_double_bond","C[N+](=O)[O-]",1,310,320
13,"N","Nitro, Conjugated_double_bond, Kation","C[N+](=O)[O-]",1,310,320
14,"O","Anion","C[N+](=O)[O-]",1,310,320
15,"O","Conjugated_double_bond","C[N+](=O)[O-]",1,310,320
16,"N",NA,"CN",2,310,320
17,"C",NA,"CN",2,310,320
0,"C","Primary_carbon, Tertiary_carbon","CCC",1,311,815
1,"C","Primary_carbon, Tertiary_carbon","CCC",1,311,815
2,"C","Primary_carbon, Tertiary_carbon","CCC",1,311,815
6,"C","Primary_carbon","C",2,311,815
12,"O","Urethan","O",3,311,815
13,"N","Urethan","CN",4,311,815
14,"C",NA,"CN",4,311,815
0,"C","Primary_carbon","C",1,314,378
11,"C","Carboxylic_acid, Conjugated_double_bond","O=CO",2,314,378
12,"O","Carboxylic_acid, Conjugated_double_bond","O=CO",2,314,378
13,"O","Carboxylic_acid","O=CO",2,314,378
14,"Cl","Arylchloride","Cl",3,314,378
0,"C","Alkene","C",1,315,947
0,"C","Primary_carbon, Secondary_carbon","CC",1,316,386
1,"C","Primary_carbon, Secondary_carbon","CC",1,316,386
3,"C","Primary_carbon","C",2,316,386
10,"C","Primary_carbon","C",3,316,386
14,"O","Alkylarylether","CO",4,316,386
15,"C","Alkylarylether","CO",4,316,386
0,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,317,372
1,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,317,372
2,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,317,372
3,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,317,372
9,"C",NA,"C",2,317,372
12,"N","Urea","CN",3,317,372
13,"C",NA,"CN",3,317,372
10,"C","Aromatic","c1csnn1",1,318,326
11,"C","Aromatic","c1csnn1",1,318,326
12,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1csnn1",1,318,326
13,"N","Hetero_N_nonbasic, Heteroaromatic, Aromatic, Heterocyclic","c1csnn1",1,318,326
14,"S","Hetero_S, Heteroaromatic, Aromatic, Heterocyclic","c1csnn1",1,318,326
0,"C","Primary_carbon","C",1,322,334
2,"C","Primary_carbon","C",2,322,334
10,"S","Dialkylthioether","CS",3,322,334
11,"C","Dialkylthioether","CS",3,322,334
0,"C","Urethan","COC(N)=O",1,323,343
1,"O","Urethan","COC(N)=O",1,323,343
2,"C","Urethan","COC(N)=O",1,323,343
3,"O","Urethan","COC(N)=O",1,323,343
4,"N","Urethan","COC(N)=O",1,323,343
8,"O","Alkylarylether","CO",1,325,794
9,"C","Alkylarylether","CO",1,325,794
13,"O","Tertiary_amide, Conjugated_double_bond","O",2,325,794
14,"N","Tertiary_amide, Heterocyclic","C1COCCN1",3,325,794
15,"C","Tertiary_amide","C1COCCN1",3,325,794
16,"C","Dialkylether","C1COCCN1",3,325,794
17,"O","Dialkylether, Heterocyclic","C1COCCN1",3,325,794
18,"C","Dialkylether","C1COCCN1",3,325,794
19,"C","Tertiary_amide","C1COCCN1",3,325,794
26,"Cl","Arylchloride","Cl",4,325,794
2,"C",NA,"C",1,326,510
4,"O","Urea","O",2,326,510
13,"Cl","Arylchloride","Cl",3,326,510
0,"C","Primary_carbon, Secondary_carbon","C",1,329,969
3,"C","Primary_carbon, Tertiary_carbon","C",2,329,969
12,"O","Urethan","O",3,329,969
13,"N","Urethan","CN",4,329,969
14,"C",NA,"CN",4,329,969
9,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,330,348
10,"C","Primary_carbon, Quaternary_carbon","CC(C)C",1,330,348
